review,rating
alhamdullah burger and pop chicken was delicious,5.0
alhamdulliah,5.0
alhamdulliah very good food,5.0
alhamdulliha best food on foodpanda everhalal kitchen is preferred to all,5.0
alhamdullilah very good,4.0
alhamdullilahkube vlo,5.0
alhumdulillah satisfied,4.0
alhumdullillah khabar valo chilo,1.0
all about the shroom was a delight as always the creamed corned pistachio is good but i feel would be tastier cold it is a little too expensive for the portion tho,5.0
all are bones very bad service,1.0
all are good,5.0
all are good but only rice was a bit weird,4.0
all are wrong items in my delivery i ordered ice cream box or extra ice cream bt they provide me chips or coke then i returned full parcel to the delivery man,1.0
all drinks were good mashaallah,5.0
all food bad,1.0
all food item was good,5.0
all food waste,1.0
all gd,5.0
all good but havent provide the ordered fish they should check the order list more carefully,4.0
all good but i expected more good,4.0
all good but please size suto,5.0
all good but quantity very little,2.0
all good thanks,5.0
all goodtest like haven,4.0
all ham dulillah,5.0
all in all good,5.0
all in all very good,5.0
all ingredients are perfect its so delicious,5.0
all is right but rice kom chilo,5.0
all is well,5.0
all is well just porota shokto hoye gece,5.0
all iteam taste was good,4.0
all item is good except boneless chicken tast okay but price too much thats why star thank you,4.0
all item not they give item missing but they charged for this,1.0
all items seems to have shrunk in size,3.0
all items were cold,2.0
all items were good specially the chicken kopta was best,5.0
all ja order korci ta pai ni,1.0
all look so good and taste yummy,5.0
all most good,1.0
all mutton piece was full of bone no meat thre,2.0
all ok,4.0
all ok but not good,1.0
all okay add more salad than perfect,5.0
all okay but order delivery time late,2.0
all okbut there was nosweets in jorda it is a matter of upset i must say,1.0
all over good khichurir quantity aktu beshi hola valo hoto,3.0
all over it was good,4.0
all over perfect very nice,5.0
all r good,5.0
all right but quantity was very low as per price!,4.0
all right!!,4.0
all services just wow,5.0
all the coffee was spilled this is ver bad service from your end,1.0
all the food and taste was ok but the crispy chicken size was too small for a crispy chicken burger size of the crispy chicken should be increased,3.0
all the food are good in quality except for chicken dopiaja,5.0
all the food is just fine,5.0
all the food items are outdated and assuming that it was cooked in last night totally poor meals and should result to food poisoning if i have tasted i just drain it to the garbage,1.0
all the food was completely cold there was no taste due to the temperature of the food all food had to go to waste this is my second time ordering from this restaurant and iv had the same issue!,1.0
all the fries chicken and french fries were cold the soup in my order cart was missing,1.0
all the items tasted real bad,2.0
all the items were back dated they didnt give me fresh todays products though i asked my deliverymean to check the dateand then confirm my orderbut he didnt follow my instructions,3.0
all the menu options and products are not available when we place the order from foodpanda specifically offers like tuesday friday etc are not available in foodpanda delivery order delays a lot,2.0
all the pizza delivered was messy and topping were seperated! poor packaging and delivery from cheez even the bacon pizza was blend no sauce nothing,1.0
all the syrup fell over and couldnt enjoy the meal cause of it,3.0
all the wontons are brokenand unserveable,1.0
all they gave in a meat box was just chunk of potatoes! it should have named potato box not meatbox also the add on spring roll was about the size of a babys finger! total waste of money,1.0
all things were ok but they were too late they took hour plus for the delivery very disappointing,1.0
all time best,5.0
all time best ato kisu blar por jno abar kharap kisu diyen na bar order krsi protibar e valo chilo,5.0
all time best east or west you guys are best keep it up,5.0
all time favorite,4.0
all time favorite rice bowls,5.0
all time favourite hope you will continue that way,4.0
all time favourite pizza hut pizza,5.0
all time they give best food,5.0
all was average but not bad,4.0
all was below average,3.0
all was good and the meal was tasty,5.0
all was good but the amount of french fry was few,3.0
all was good but the burger seem to small,4.0
all was goos but delivery was little bit late,3.0
all well,3.0
allahmdulilla nice test,2.0
allahor name nia murgi jobah korben nahole grill haram hobe!,5.0
allahr daan theke order korsi ashche kacchi bari theke taste was less than average,1.0
allhamduillh khaber valo cilo,5.0
allhamdulillah,5.0
allhamdulillah good,5.0
allhamdulillah poriman valo silo test o mashallah,3.0
alltime fav awesome chicken and ofc better than kfc cheap but awesome food ngl,5.0
alltime favorite,5.0
allways awesome,5.0
almaz always tried hard to keep their quality highvery satisfied with their food services,4.0
almost every item was so bad,1.0
almost everythi,3.0
almost good,3.0
almost hour food not delivered yet,1.0
almost hour late i get my food,1.0
almost hours lagche delivery dite please dont order here food quality also bad,1.0
almost hours late,1.0
almost no egg,2.0
almost rotten disgusting chiken biryani,1.0
almost test less fish curry,1.0
almost valuable,4.0
alo nai kacci te taile bujhen kmn cacci dise,2.0
alo parata very bad poccha bashi dor ghondu joktto,1.0
alomost rotten and smelly,1.0
aloo dey nai na dile likha ken j aloo ase ajob! jeta diben na seta likhar dorkar nai dishonesty is not acceptable,3.0
aloo kom aro aloo chai,2.0
alor chop was good,5.0
alpine always supply best food,5.0
alpine er chicken biriyani theika plain rice besi valo,1.0
alpine is best ever in sylhet for traditional foods,5.0
alpiner biriyani sylheter barud,5.0
alright could be better,3.0
also good,2.3333333333333335
alterthre menu,1.0
although a bit expensive the burgers were very nice!!!,4.0
although good but the chicken fries were too small,2.0
although i asked for just spicy they added naga sauce which really tasted great,5.0
although it was good,5.0
although it was good enough,4.0
although the food was great id prefer a better packaging,5.0
although the meal was tasty it took almost hour minutes for the foos to reach me be aware of the time requirement when ordering,3.0
although they have put in a lot of effort in packaging and their restaurant ambience however the food was not good at all,1.0
although your food was so taste there was much less food,3.0
alu bhaji could have been better otherwise everything was decent,5.0
alu chara kacchi hoy na,3.0
alu dei na meat choto rice er poriman onek kom kintu kacchir rice bhalo,1.0
alu dei nai,1.0
alu den nai r test o ager moto nai apndr theke r kokhono order dibo na,3.0
alu missing,4.0
alu nai,3.0
alu parata was not up to markneed some improvement,4.0
alu paratha always good,5.0
alu paratha was great!,4.0
alu porotas alu smelled bad garlic nun has too much garlic peels in it had to remove all the garlics with hand to eat the nun!!,3.0
alu poroty alu nice buy a just choto akta chicken piece jhol nice akta alu poroty r akta dal porota ta plain porota order korsilm desy sudhu ta alu porota alu chara faulty ifter er jonno,1.0
alu puri awesome please ei alu puri recipe ta change korben na fish gula valo chilo curry te alu baray diyar try korben please,5.0
alu puri has nothing inside which is not ok,1.0
alu puri order chilo but with salad deu a hoini,2.0
alu puri was missing,1.0
alu purite alu nai baki thik ache,3.0
alu r dom nosto chilo er moddhe macher kata chilo,1.0
alu vaji wasnt good,3.0
alu vorta nosto silo very bad,1.0
alu vorta vut seller send kola vorta,3.0
aluparatha was almost without alupotato!,2.0
alur dom ta moja chilo,4.0
alur dom was good but shemai pitha was rubbish,2.0
alur dom was good porota was satisfactory,5.0
alur dom was horrible,3.0
alur poriman ektu besi howa uchit silo,3.0
always a bif fan of pizza burg,5.0
always alhamdulillah,5.0
always amazing,5.0
always apnader chicken chowmein order kori aj poriman a onek onek kom chilo,4.0
always best,4.96
always best ! happy with the foods thanks at all,5.0
always best and have great taste thank you guys,5.0
always best biriyani,5.0
always best but mayonnaise er poriman ta ektu komano uchit,4.0
always best food is very good,5.0
always best for some refreshment,5.0
always best good food,5.0
always best in town,5.0
always best!,5.0
always consistently excellent ordered their bhuna khichuri,5.0
always delicious,4.5
always disrespect with their customers very inattentive with their orders and the quality of food became lower day by day,1.0
always ei resturent er khabar onek valo hoi,5.0
always enjoy the naga achari rice meal,5.0
always excellent,4.857142857142857
always excellent!,5.0
always excellent! but i mentioned one should be leg piece but i didnt received leg piece,4.0
always excellent! i love their consistency,5.0
always favorite,5.0
always favorite place to eat,5.0
always favourite,4.8
always favouriteneed salad badly,5.0
always fev sub in town,5.0
always five star,5.0
always flawless,5.0
always fresh food,5.0
always fresh products,4.0
always good,4.8
always good alhamdulillah,5.0
always good food,3.0
always good from starting,5.0
always good one of my favourite foods,5.0
always good service undoubtedly will order again soon,5.0
always good!,5.0
always good! chicken chap and nun is awesome,5.0
always good!!!,4.0
always goodbt ektu overpriced,4.0
always great,5.0
always great love their food and quality,5.0
always great specially their twister us the best value for money,5.0
always i crave for their morog polao its way too good and they maintain their quality which is too important,5.0
always i order burgers from that res for always that res is phenomenal for me thank you,5.0
always it was good masterchef is a number one restaurant in rajshahi,5.0
always like the shwarma and cake,5.0
always love marvelous restaurant s food,5.0
always love their banana bread with chocolate chips best ever!,5.0
always love their chocolate cake,4.0
always love their fooddosa edli chatt every thing is so yummy,5.0
always my go tobut voucher rakha uchit,5.0
always no for taste best chicken,5.0
always one of my most favorites food quality is very good,5.0
always perfect,5.0
always safe to order consistent taste and quality,5.0
always satisfied,5.0
always satisfied with taste n quantity,5.0
always satisfied yemmy,5.0
always serves fresh tasty foodset menu is highly recommended,5.0
always serves wrong items doesnt follow instructions,1.0
always start,5.0
always taste,5.0
always the best,5.0
always the best ample amount of savory chicken pieces grilled to perfection always quite generous with the amount of both rice and chicken but this time amount of rice was less than usual,5.0
always the best fried chicken,5.0
always the best on everything,5.0
always the best!,5.0
always the same taste same amount not bad at all,5.0
always they serve hot new paratha never served me bashi khabar i just love their plain paratha,5.0
always this food too much good,5.0
always to the perfection,5.0
always top i love them highly recommended,5.0
always top notch,5.0
always topnotch!,5.0
always v good,5.0
always valo pai kabar,5.0
alws fvrt,5.0
am london theke aschi,5.0
amaaaaaaaaaxinngggggggggg!!!!!,5.0
amader mul somossa ki oder korlam kelam r bollam dur baje khabarare jara bolen kharap tader bolbo age bazar thake tk dia jinis kine business suru koren then bujben ki rokom lage,4.0
amajing,5.0
amak sujir halwa ta to pathan nai but ami to payment korechi khubi disappointing ta item e ta dilenhalwa tai dilen nabut payment niye nilen,1.0
amake delivery deoa hoy nai kintu delivered dekhacce,1.0
amake juta diye marun keno ami oder theke khabar order korsi?,1.0
amake tara delivery dei nai kintu tara amake bole je delivery dea dese ai ta abar kemon kotha ami ar ai khan theke order korbo na,1.0
amake wrong item diece,1.0
amar akta item kom diche,1.0
amar akta paratha order cilo dai ny satheshudhu tehari patayce,1.0
amar french fries dawa chilo but amk dawa hoise kom bhalo naaa,1.0
amar goror kalo vola order korsilam type ar vorta pisikothaw kono mistake hoisy ja e hok valo hoysy,3.0
amar jiboner sob cheye baje roast n jilapi khelam,1.0
